Dist Code,Year,State Code,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Total_N_kg,Total_P_kg,Total_K_kg,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day
46,1991,1,Andhra Pradesh,East Godavari,chickpea,50,800,14.4,8,14.4,720,400,720,20,60,6.5,600,1.5,16
46,1991,1,Andhra Pradesh,East Godavari,cotton,3600,538.89,14.55003,6.46668,14.55003,52380.108,23280.048,52380.108,28,65,6,700,3,22
46,1992,1,Andhra Pradesh,East Godavari,rice,358610,2569.7,64.2425,30.8364,56.5334,23038002.92,11058241.4,20273442.57,25,80,6.5,1200,2,18
46,1992,1,Andhra Pradesh,East Godavari,maize,3720,2870.97,77.51619,34.45164,48.80649,288360.2268,128160.1008,181560.1428,22,70,6,800,2.5,20
46,1992,1,Andhra Pradesh,East Godavari,chickpea,90,777.78,14.00004,7.7778,14.00004,1260.0036,700.002,1260.0036,20,60,6.5,600,1.5,16
46,1992,1,Andhra Pradesh,East Godavari,cotton,6500,349.23,9.42921,4.19076,9.42921,61289.865,27239.94,61289.865,28,65,6,700,3,22
46,1993,1,Andhra Pradesh,East Godavari,rice,395000,3065.82,76.6455,36.78984,67.44804,30274972.5,14531986.8,26641975.8,25,80,6.5,1200,2,18
46,1993,1,Andhra Pradesh,East Godavari,maize,4000,2750,74.25,33,46.75,297000,132000,187000,22,70,6,800,2.5,20
46,1993,1,Andhra Pradesh,East Godavari,cotton,6000,453.33,12.23991,5.43996,12.23991,73439.46,32639.76,73439.46,28,65,6,700,3,22
46,1994,1,Andhra Pradesh,East Godavari,rice,400000,2512.5,62.8125,30.15,55.275,25125000,12060000,22110000,25,80,6.5,1200,2,18
46,1994,1,Andhra Pradesh,East Godavari,maize,5000,2800,75.6,33.6,47.6,378000,168000,238000,22,70,6,800,2.5,20
46,1994,1,Andhra Pradesh,East Godavari,cotton,12000,354.17,9.56259,4.25004,9.56259,114751.08,51000.48,114751.08,28,65,6,700,3,22
46,1995,1,Andhra Pradesh,East Godavari,rice,418000,2727.27,68.18175,32.72724,59.99994,28499971.5,13679986.32,25079974.92,25,80,6.5,1200,2,18
46,1995,1,Andhra Pradesh,East Godavari,maize,5000,2600,70.2,31.2,44.2,351000,156000,221000,22,70,6,800,2.5,20
46,1995,1,Andhra Pradesh,East Godavari,cotton,15000,351.33,9.48591,4.21596,9.48591,142288.65,63239.4,142288.65,28,65,6,700,3,22
46,1996,1,Andhra Pradesh,East Godavari,rice,422000,2409.95,60.24875,28.9194,53.0189,25424972.5,12203986.8,22373975.8,25,80,6.5,1200,2,18
46,1996,1,Andhra Pradesh,East Godavari,maize,6000,3833.33,103.49991,45.99996,65.16661,620999.46,275999.76,390999.66,22,70,6,800,2.5,20
46,1996,1,Andhra Pradesh,East Godavari,cotton,15000,487.33,13.15791,5.84796,13.15791,197368.65,87719.4,197368.65,28,65,6,700,3,22
46,1997,1,Andhra Pradesh,East Godavari,rice,368000,2502.72,62.568,30.03264,55.05984,23025024,11052011.52,20262021.12,25,80,6.5,1200,2,18
46,1997,1,Andhra Pradesh,East Godavari,maize,6000,2833.33,76.49991,33.99996,48.16661,458999.46,203999.76,288999.66,22,70,6,800,2.5,20
46,1997,1,Andhra Pradesh,East Godavari,cotton,10000,408,11.016,4.896,11.016,110160,48960,110160,28,65,6,700,3,22
46,1998,1,Andhra Pradesh,East Godavari,rice,414000,2521.74,63.0435,30.26088,55.47828,26100009,12528004.32,22968007.92,25,80,6.5,1200,2,18
46,1998,1,Andhra Pradesh,East Godavari,maize,6000,3833.33,103.49991,45.99996,65.16661,620999.46,275999.76,390999.66,22,70,6,800,2.5,20
46,1998,1,Andhra Pradesh,East Godavari,cotton,8000,127.5,3.4425,1.53,3.4425,27540,12240,27540,28,65,6,700,3,22
46,1999,1,Andhra Pradesh,East Godavari,rice,406210,3135.74,78.3935,37.62888,68.98628,31844223.63,15285227.34,28022916.8,25,80,6.5,1200,2,18
46,1999,1,Andhra Pradesh,East Godavari,maize,5790,4314.34,116.48718,51.77208,73.34378,674460.7722,299760.3432,424660.4862,22,70,6,800,2.5,20
46,1999,1,Andhra Pradesh,East Godavari,chickpea,10,1000,18,10,18,180,100,180,20,60,6.5,600,1.5,16
46,1999,1,Andhra Pradesh,East Godavari,cotton,4410,281.18,7.59186,3.37416,7.59186,33480.1026,14880.0456,33480.1026,28,65,6,700,3,22
46,2000,1,Andhra Pradesh,East Godavari,rice,416830,3278.63,81.96575,39.34356,72.12986,34165783.57,16399576.11,30065889.54,25,80,6.5,1200,2,18
46,2000,1,Andhra Pradesh,East Godavari,maize,5510,4678.77,126.32679,56.14524,79.53909,696060.6129,309360.2724,438260.3859,22,70,6,800,2.5,20
46,2000,1,Andhra Pradesh,East Godavari,chickpea,10,2000,36,20,36,360,200,360,20,60,6.5,600,1.5,16
46,2000,1,Andhra Pradesh,East Godavari,cotton,5580,320.79,8.66133,3.84948,8.66133,48330.2214,21480.0984,48330.2214,28,65,6,700,3,22
46,2001,1,Andhra Pradesh,East Godavari,rice,386590,3440.34,86.0085,41.28408,75.68748,33250026.02,15960012.49,29260022.89,25,80,6.5,1200,2,18
46,2001,1,Andhra Pradesh,East Godavari,maize,3800,5271.05,142.31835,63.2526,89.60785,540809.73,240359.88,340509.83,22,70,6,800,2.5,20
46,2001,1,Andhra Pradesh,East Godavari,chickpea,30,1666.67,30.00006,16.6667,30.00006,900.0018,500.001,900.0018,20,60,6.5,600,1.5,16
46,2001,1,Andhra Pradesh,East Godavari,cotton,6290,443.56,11.97612,5.32272,11.97612,75329.7948,33479.9088,75329.7948,28,65,6,700,3,22
46,2002,1,Andhra Pradesh,East Godavari,rice,301000,3465.12,86.628,41.58144,76.23264,26075028,12516013.44,22946024.64,25,80,6.5,1200,2,18
46,2002,1,Andhra Pradesh,East Godavari,maize,7000,6142.86,165.85722,73.71432,104.42862,1161000.54,516000.24,731000.34,22,70,6,800,2.5,20
46,2002,1,Andhra Pradesh,East Godavari,cotton,5000,272,7.344,3.264,7.344,36720,16320,36720,28,65,6,700,3,22
46,2003,1,Andhra Pradesh,East Godavari,rice,399990,4078.98,101.9745,48.94776,89.73756,40788780.25,19578614.52,35894126.62,25,80,6.5,1200,2,18
46,2003,1,Andhra Pradesh,East Godavari,maize,8510,4633.37,125.10099,55.60044,78.76729,1064609.425,473159.7444,670309.6379,22,70,6,800,2.5,20
46,2003,1,Andhra Pradesh,East Godavari,chickpea,10,1000,18,10,18,180,100,180,20,60,6.5,600,1.5,16
46,2003,1,Andhra Pradesh,East Godavari,cotton,8970,506.13,13.66551,6.07356,13.66551,122579.6247,54479.8332,122579.6247,28,65,6,700,3,22
46,2004,1,Andhra Pradesh,East Godavari,rice,387420,3897.35,97.43375,46.7682,85.7417,37747783.43,18118936.04,33218049.41,25,80,6.5,1200,2,18
46,2004,1,Andhra Pradesh,East Godavari,maize,7980,5844.61,157.80447,70.13532,99.35837,1259279.671,559679.8536,792879.7926,22,70,6,800,2.5,20
46,2004,1,Andhra Pradesh,East Godavari,chickpea,10,1000,18,10,18,180,100,180,20,60,6.5,600,1.5,16
46,2004,1,Andhra Pradesh,East Godavari,cotton,16020,483.77,13.06179,5.80524,13.06179,209249.8758,92999.9448,209249.8758,28,65,6,700,3,22
46,2005,1,Andhra Pradesh,East Godavari,rice,387420,2967.45,74.18625,35.6094,65.2839,28741236.98,13795793.75,25292288.54,25,80,6.5,1200,2,18
46,2005,1,Andhra Pradesh,East Godavari,maize,9600,6839.58,184.66866,82.07496,116.27286,1772819.136,787919.616,1116219.456,22,70,6,800,2.5,20
46,2005,1,Andhra Pradesh,East Godavari,chickpea,10,3000,54,30,54,540,300,540,20,60,6.5,600,1.5,16
46,2005,1,Andhra Pradesh,East Godavari,cotton,13940,124.1,3.3507,1.4892,3.3507,46708.758,20759.448,46708.758,28,65,6,700,3,22
46,2006,1,Andhra Pradesh,East Godavari,rice,396890,3511.17,87.77925,42.13404,77.24574,34838706.53,16722579.14,30658061.75,25,80,6.5,1200,2,18
46,2006,1,Andhra Pradesh,East Godavari,maize,7930,8401.01,226.82727,100.81212,142.81717,1798740.251,799440.1116,1132540.158,22,70,6,800,2.5,20
46,2006,1,Andhra Pradesh,East Godavari,chickpea,170,1882.35,33.8823,18.8235,33.8823,5759.991,3199.995,5759.991,20,60,6.5,600,1.5,16
46,2006,1,Andhra Pradesh,East Godavari,cotton,9030,365.45,9.86715,4.3854,9.86715,89100.3645,39600.162,89100.3645,28,65,6,700,3,22
46,2007,1,Andhra Pradesh,East Godavari,rice,410780,3696.84,92.421,44.36208,81.33048,37964698.38,18223055.22,33408934.57,25,80,6.5,1200,2,18
46,2007,1,Andhra Pradesh,East Godavari,maize,7940,6953.4,187.7418,83.4408,118.2078,1490669.892,662519.952,938569.932,22,70,6,800,2.5,20
46,2007,1,Andhra Pradesh,East Godavari,chickpea,630,1285.71,23.14278,12.8571,23.14278,14579.9514,8099.973,14579.9514,20,60,6.5,600,1.5,16
46,2007,1,Andhra Pradesh,East Godavari,cotton,7900,397.47,10.73169,4.76964,10.73169,84780.351,37680.156,84780.351,28,65,6,700,3,22
46,2008,1,Andhra Pradesh,East Godavari,rice,410090,3690.07,92.25175,44.28084,81.18154,37831520.16,18159129.68,33291737.74,25,80,6.5,1200,2,18
46,2008,1,Andhra Pradesh,East Godavari,maize,8180,6633.25,179.09775,79.599,112.76525,1465019.595,651119.82,922419.745,22,70,6,800,2.5,20
46,2008,1,Andhra Pradesh,East Godavari,chickpea,730,1739.73,31.31514,17.3973,31.31514,22860.0522,12700.029,22860.0522,20,60,6.5,600,1.5,16
46,2008,1,Andhra Pradesh,East Godavari,cotton,7430,324.36,8.75772,3.89232,8.75772,65069.8596,28919.9376,65069.8596,28,65,6,700,3,22
46,2009,1,Andhra Pradesh,East Godavari,rice,306580,3500.23,87.50575,42.00276,77.00506,26827512.84,12877206.16,23608211.29,25,80,6.5,1200,2,18
46,2009,1,Andhra Pradesh,East Godavari,maize,8990,7048.94,190.32138,84.58728,119.83198,1710989.206,760439.6472,1077289.5,22,70,6,800,2.5,20
46,2009,1,Andhra Pradesh,East Godavari,chickpea,500,1640,29.52,16.4,29.52,14760,8200,14760,20,60,6.5,600,1.5,16
46,2009,1,Andhra Pradesh,East Godavari,cotton,6850,487.59,13.16493,5.85108,13.16493,90179.7705,40079.898,90179.7705,28,65,6,700,3,22
46,2010,1,Andhra Pradesh,East Godavari,rice,410530,3306.99,82.67475,39.68388,72.75378,33940465.12,16291423.26,29867609.3,25,80,6.5,1200,2,18
46,2010,1,Andhra Pradesh,East Godavari,maize,7930,7074.4,191.0088,84.8928,120.2648,1514699.784,673199.904,953699.864,22,70,6,800,2.5,20
46,2010,1,Andhra Pradesh,East Godavari,chickpea,320,1656.25,29.8125,16.5625,29.8125,9540,5300,9540,20,60,6.5,600,1.5,16
46,2010,1,Andhra Pradesh,East Godavari,cotton,12110,302.23,8.16021,3.62676,8.16021,98820.1431,43920.0636,98820.1431,28,65,6,700,3,22
46,2011,1,Andhra Pradesh,East Godavari,rice,337090,3491.14,87.2785,41.89368,76.80508,29420709.56,14121940.59,25890224.42,25,80,6.5,1200,2,18
46,2011,1,Andhra Pradesh,East Godavari,maize,8540,6526.93,176.22711,78.32316,110.95781,1504979.519,668879.7864,947579.6974,22,70,6,800,2.5,20
46,2011,1,Andhra Pradesh,East Godavari,chickpea,90,1555.56,28.00008,15.5556,28.00008,2520.0072,1400.004,2520.0072,20,60,6.5,600,1.5,16
46,2011,1,Andhra Pradesh,East Godavari,cotton,13150,257.03,6.93981,3.08436,6.93981,91258.5015,40559.334,91258.5015,28,65,6,700,3,22
46,2012,1,Andhra Pradesh,East Godavari,rice,401060,2747.49,68.68725,32.96988,60.44478,27547708.49,13222900.07,24241983.47,25,80,6.5,1200,2,18
46,2012,1,Andhra Pradesh,East Godavari,maize,9980,7374.75,199.11825,88.497,125.37075,1987200.135,883200.06,1251200.085,22,70,6,800,2.5,20
46,2012,1,Andhra Pradesh,East Godavari,chickpea,120,1916.67,34.50006,19.1667,34.50006,4140.0072,2300.004,4140.0072,20,60,6.5,600,1.5,16
46,2012,1,Andhra Pradesh,East Godavari,cotton,16850,328.19,8.86113,3.93828,8.86113,149310.0405,66360.018,149310.0405,28,65,6,700,3,22
46,2013,1,Andhra Pradesh,East Godavari,rice,404680,2994.24,74.856,35.93088,65.87328,30292726.08,14540508.52,26657598.95,25,80,6.5,1200,2,18
46,2013,1,Andhra Pradesh,East Godavari,maize,11200,8367.86,225.93222,100.41432,142.25362,2530440.864,1124640.384,1593240.544,22,70,6,800,2.5,20
46,2013,1,Andhra Pradesh,East Godavari,chickpea,130,2000,36,20,36,4680,2600,4680,20,60,6.5,600,1.5,16
46,2013,1,Andhra Pradesh,East Godavari,cotton,21780,204.32,5.51664,2.45184,5.51664,120152.4192,53401.0752,120152.4192,28,65,6,700,3,22
46,2014,1,Andhra Pradesh,East Godavari,rice,394120,3966.38,99.1595,47.59656,87.26036,39080742.14,18758756.23,34391053.08,25,80,6.5,1200,2,18
46,2014,1,Andhra Pradesh,East Godavari,maize,12910,7804.8,210.7296,93.6576,132.6816,2720519.136,1209119.616,1712919.456,22,70,6,800,2.5,20
46,2014,1,Andhra Pradesh,East Godavari,chickpea,100,1900,34.2,19,34.2,3420,1900,3420,20,60,6.5,600,1.5,16
46,2014,1,Andhra Pradesh,East Godavari,cotton,22430,382.08,10.31616,4.58496,10.31616,231391.4688,102840.6528,231391.4688,28,65,6,700,3,22
46,2015,1,Andhra Pradesh,East Godavari,rice,381740,3786.79,94.66975,45.44148,83.30938,36139230.36,17346830.58,31802522.72,25,80,6.5,1200,2,18
46,2015,1,Andhra Pradesh,East Godavari,maize,11120,9333.63,252.00801,112.00356,158.67171,2802329.071,1245479.587,1764429.415,22,70,6,800,2.5,20
46,2015,1,Andhra Pradesh,East Godavari,chickpea,220,1863.64,33.54552,18.6364,33.54552,7380.0144,4100.008,7380.0144,20,60,6.5,600,1.5,16
46,2015,1,Andhra Pradesh,East Godavari,cotton,20570,526.49,14.21523,6.31788,14.21523,292407.2811,129958.7916,292407.2811,28,65,6,700,3,22
46,2016,1,Andhra Pradesh,East Godavari,rice,383960,4237.51,105.93775,50.85012,93.22522,40675858.49,19524412.08,35794755.47,25,80,6.5,1200,2,18
46,2016,1,Andhra Pradesh,East Godavari,maize,10220,8478.67,228.92409,101.74404,144.13739,2339604.2,1039824.089,1473084.126,22,70,6,800,2.5,20
46,2016,1,Andhra Pradesh,East Godavari,chickpea,1500,1504.99,27.08982,15.0499,27.08982,40634.73,22574.85,40634.73,20,60,6.5,600,1.5,16
46,2016,1,Andhra Pradesh,East Godavari,cotton,12740,476.65,12.86955,5.7198,12.86955,163958.067,72870.252,163958.067,28,65,6,700,3,22
46,2017,1,Andhra Pradesh,East Godavari,rice,386540,4327.61,108.19025,51.93132,95.20742,41819859.24,20073532.43,36801476.13,25,80,6.5,1200,2,18
46,2017,1,Andhra Pradesh,East Godavari,maize,11800,9450.8,255.1716,113.4096,160.6636,3011024.88,1338233.28,1895830.48,22,70,6,800,2.5,20
46,2017,1,Andhra Pradesh,East Godavari,chickpea,1810,1430.78,25.75404,14.3078,25.75404,46614.8124,25897.118,46614.8124,20,60,6.5,600,1.5,16
46,2017,1,Andhra Pradesh,East Godavari,cotton,16360,393.13,10.61451,4.71756,10.61451,173653.3836,77179.2816,173653.3836,28,65,6,700,3,22
47,1966,1,Andhra Pradesh,West Godavari,rice,357000,1644.26,41.1065,19.73112,36.17372,14675020.5,7044009.84,12914018.04,25,80,6.5,1200,2,18
47,1966,1,Andhra Pradesh,West Godavari,maize,400,750,20.25,9,12.75,8100,3600,5100,22,70,6,800,2.5,20
47,1966,1,Andhra Pradesh,West Godavari,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
47,1967,1,Andhra Pradesh,West Godavari,rice,377000,1761.27,44.03175,21.13524,38.74794,16599969.75,7967985.48,14607973.38,25,80,6.5,1200,2,18
47,1967,1,Andhra Pradesh,West Godavari,maize,800,1125,30.375,13.5,19.125,24300,10800,15300,22,70,6,800,2.5,20
47,1967,1,Andhra Pradesh,West Godavari,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
47,1968,1,Andhra Pradesh,West Godavari,rice,335200,1870.53,46.76325,22.44636,41.15166,15675041.4,7524019.872,13794036.43,25,80,6.5,1200,2,18
47,1968,1,Andhra Pradesh,West Godavari,maize,700,1428.57,38.57139,17.14284,24.28569,26999.973,11999.988,16999.983,22,70,6,800,2.5,20
47,1968,1,Andhra Pradesh,West Godavari,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
47,1969,1,Andhra Pradesh,West Godavari,rice,378200,1518.51,37.96275,18.22212,33.40722,14357512.05,6891605.784,12634610.6,25,80,6.5,1200,2,18
47,1969,1,Andhra Pradesh,West Godavari,maize,600,1333.33,35.99991,15.99996,22.66661,21599.946,9599.976,13599.966,22,70,6,800,2.5,20
47,1969,1,Andhra Pradesh,West Godavari,chickpea,300,333.33,5.99994,3.3333,5.99994,1799.982,999.99,1799.982,20,60,6.5,600,1.5,16
47,1970,1,Andhra Pradesh,West Godavari,rice,384400,1714.62,42.8655,20.57544,37.72164,16477498.2,7909199.136,14500198.42,25,80,6.5,1200,2,18
47,1970,1,Andhra Pradesh,West Godavari,maize,700,1285.71,34.71417,15.42852,21.85707,24299.919,10799.964,15299.949,22,70,6,800,2.5,20
47,1970,1,Andhra Pradesh,West Godavari,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
47,1971,1,Andhra Pradesh,West Godavari,rice,349300,1919.55,47.98875,23.0346,42.2301,16762470.37,8045985.78,14750973.93,25,80,6.5,1200,2,18
47,1971,1,Andhra Pradesh,West Godavari,maize,700,1285.71,34.71417,15.42852,21.85707,24299.919,10799.964,15299.949,22,70,6,800,2.5,20
47,1971,1,Andhra Pradesh,West Godavari,chickpea,100,1000,18,10,18,1800,1000,1800,20,60,6.5,600,1.5,16
47,1971,1,Andhra Pradesh,West Godavari,cotton,1200,83.33,2.24991,0.99996,2.24991,2699.892,1199.952,2699.892,28,65,6,700,3,22
47,1972,1,Andhra Pradesh,West Godavari,rice,347700,1967.5,49.1875,23.61,43.285,17102493.75,8209197,15050194.5,25,80,6.5,1200,2,18
47,1972,1,Andhra Pradesh,West Godavari,maize,1000,1200,32.4,14.4,20.4,32400,14400,20400,22,70,6,800,2.5,20
47,1973,1,Andhra Pradesh,West Godavari,rice,367200,2047.39,51.18475,24.56868,45.04258,18795040.2,9021619.296,16539635.38,25,80,6.5,1200,2,18
47,1973,1,Andhra Pradesh,West Godavari,maize,1200,1666.67,45.00009,20.00004,28.33339,54000.108,24000.048,34000.068,22,70,6,800,2.5,20
47,1973,1,Andhra Pradesh,West Godavari,cotton,300,333.33,8.99991,3.99996,8.99991,2699.973,1199.988,2699.973,28,65,6,700,3,22
47,1974,1,Andhra Pradesh,West Godavari,rice,379400,2185.82,54.6455,26.22984,48.08804,20732502.7,9951601.296,18244602.38,25,80,6.5,1200,2,18
47,1974,1,Andhra Pradesh,West Godavari,maize,2700,1740.74,46.99998,20.88888,29.59258,126899.946,56399.976,79899.966,22,70,6,800,2.5,20
47,1974,1,Andhra Pradesh,West Godavari,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
47,1974,1,Andhra Pradesh,West Godavari,cotton,1000,200,5.4,2.4,5.4,5400,2400,5400,28,65,6,700,3,22
47,1975,1,Andhra Pradesh,West Godavari,rice,410500,2085.26,52.1315,25.02312,45.87572,21399980.75,10271990.76,18831983.06,25,80,6.5,1200,2,18
47,1975,1,Andhra Pradesh,West Godavari,maize,1200,1750,47.25,21,29.75,56700,25200,35700,22,70,6,800,2.5,20
47,1975,1,Andhra Pradesh,West Godavari,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
47,1976,1,Andhra Pradesh,West Godavari,rice,317800,1553.18,38.8295,18.63816,34.16996,12340015.1,5923207.248,10859213.29,25,80,6.5,1200,2,18
47,1976,1,Andhra Pradesh,West Godavari,maize,700,1142.86,30.85722,13.71432,19.42862,21600.054,9600.024,13600.034,22,70,6,800,2.5,20
47,1976,1,Andhra Pradesh,West Godavari,chickpea,200,500,9,5,9,1800,1000,1800,20,60,6.5,600,1.5,16
47,1977,1,Andhra Pradesh,West Godavari,rice,413500,2164.45,54.11125,25.9734,47.6179,22375001.88,10740000.9,19690001.65,25,80,6.5,1200,2,18
47,1977,1,Andhra Pradesh,West Godavari,maize,1000,1600,43.2,19.2,27.2,43200,19200,27200,22,70,6,800,2.5,20
47,1978,1,Andhra Pradesh,West Godavari,rice,431900,2287.34,57.1835,27.44808,50.32148,24697553.65,11854825.75,21733847.21,25,80,6.5,1200,2,18
47,1978,1,Andhra Pradesh,West Godavari,maize,1800,1500,40.5,18,25.5,72900,32400,45900,22,70,6,800,2.5,20
47,1979,1,Andhra Pradesh,West Godavari,rice,366000,2453.55,61.33875,29.4426,53.9781,22449982.5,10775991.6,19755984.6,25,80,6.5,1200,2,18
47,1979,1,Andhra Pradesh,West Godavari,maize,2000,1000,27,12,17,54000,24000,34000,22,70,6,800,2.5,20
47,1980,1,Andhra Pradesh,West Godavari,rice,422000,2511.85,62.79625,30.1422,55.2607,26500017.5,12720008.4,23320015.4,25,80,6.5,1200,2,18
47,1980,1,Andhra Pradesh,West Godavari,maize,2000,1150,31.05,13.8,19.55,62100,27600,39100,22,70,6,800,2.5,20
47,1981,1,Andhra Pradesh,West Godavari,rice,434000,2610.6,65.265,31.3272,57.4332,28325010,13596004.8,24926008.8,25,80,6.5,1200,2,18
47,1981,1,Andhra Pradesh,West Godavari,maize,2000,2000,54,24,34,108000,48000,68000,22,70,6,800,2.5,20
47,1982,1,Andhra Pradesh,West Godavari,rice,444700,2877.9,71.9475,34.5348,63.3138,31995053.25,15357625.56,28155646.86,25,80,6.5,1200,2,18
47,1982,1,Andhra Pradesh,West Godavari,maize,1000,2000,54,24,34,54000,24000,34000,22,70,6,800,2.5,20
47,1983,1,Andhra Pradesh,West Godavari,rice,476500,2390.35,59.75875,28.6842,52.5877,28475044.37,13668021.3,25058039.05,25,80,6.5,1200,2,18
47,1983,1,Andhra Pradesh,West Godavari,maize,1000,3200,86.4,38.4,54.4,86400,38400,54400,22,70,6,800,2.5,20
47,1984,1,Andhra Pradesh,West Godavari,rice,439500,2716.5,67.9125,32.598,59.763,29847543.75,14326821,26265838.5,25,80,6.5,1200,2,18
47,1984,1,Andhra Pradesh,West Godavari,maize,1200,2416.67,65.25009,29.00004,41.08339,78300.108,34800.048,49300.068,22,70,6,800,2.5,20
47,1984,1,Andhra Pradesh,West Godavari,cotton,300,333.33,8.99991,3.99996,8.99991,2699.973,1199.988,2699.973,28,65,6,700,3,22
47,1985,1,Andhra Pradesh,West Godavari,rice,462500,2596.54,64.9135,31.15848,57.12388,30022493.75,14410797,26419794.5,25,80,6.5,1200,2,18
47,1985,1,Andhra Pradesh,West Godavari,maize,1200,2083.33,56.24991,24.99996,35.41661,67499.892,29999.952,42499.932,22,70,6,800,2.5,20
47,1985,1,Andhra Pradesh,West Godavari,cotton,200,500,13.5,6,13.5,2700,1200,2700,28,65,6,700,3,22
47,1986,1,Andhra Pradesh,West Godavari,rice,477000,1802.94,45.0735,21.63528,39.66468,21500059.5,10320028.56,18920052.36,25,80,6.5,1200,2,18
47,1986,1,Andhra Pradesh,West Godavari,maize,1000,2000,54,24,34,54000,24000,34000,22,70,6,800,2.5,20
47,1986,1,Andhra Pradesh,West Godavari,cotton,200,500,13.5,6,13.5,2700,1200,2700,28,65,6,700,3,22
47,1987,1,Andhra Pradesh,West Godavari,rice,455000,2683.52,67.088,32.20224,59.03744,30525040,14652019.2,26862035.2,25,80,6.5,1200,2,18
47,1987,1,Andhra Pradesh,West Godavari,maize,300,1666.67,45.00009,20.00004,28.33339,13500.027,6000.012,8500.017,22,70,6,800,2.5,20
47,1987,1,Andhra Pradesh,West Godavari,cotton,1000,300,8.1,3.6,8.1,8100,3600,8100,28,65,6,700,3,22
47,1988,1,Andhra Pradesh,West Godavari,rice,494600,3045.69,76.14225,36.54828,67.00518,37659956.85,18076779.29,33140762.03,25,80,6.5,1200,2,18
47,1988,1,Andhra Pradesh,West Godavari,maize,1500,2400,64.8,28.8,40.8,97200,43200,61200,22,70,6,800,2.5,20
47,1988,1,Andhra Pradesh,West Godavari,cotton,1700,235.29,6.35283,2.82348,6.35283,10799.811,4799.916,10799.811,28,65,6,700,3,22
47,1989,1,Andhra Pradesh,West Godavari,rice,497600,2138.06,53.4515,25.65672,47.03732,26597466.4,12766783.87,23405770.43,25,80,6.5,1200,2,18
47,1989,1,Andhra Pradesh,West Godavari,maize,2700,4148.15,112.00005,49.7778,70.51855,302400.135,134400.06,190400.085,22,70,6,800,2.5,20
47,1989,1,Andhra Pradesh,West Godavari,cotton,5800,396.55,10.70685,4.7586,10.70685,62099.73,27599.88,62099.73,28,65,6,700,3,22
47,1990,1,Andhra Pradesh,West Godavari,rice,437050,2302.64,57.566,27.63168,50.65808,25159220.3,12076425.74,22140113.86,25,80,6.5,1200,2,18
47,1990,1,Andhra Pradesh,West Godavari,maize,1710,2748.54,74.21058,32.98248,46.72518,126900.0918,56400.0408,79900.0578,22,70,6,800,2.5,20
47,1990,1,Andhra Pradesh,West Godavari,cotton,2400,495.83,13.38741,5.94996,13.38741,32129.784,14279.904,32129.784,28,65,6,700,3,22
47,1991,1,Andhra Pradesh,West Godavari,rice,394880,2560.32,64.008,30.72384,56.32704,25275479.04,12132229.94,22242421.56,25,80,6.5,1200,2,18
47,1991,1,Andhra Pradesh,West Godavari,maize,1570,2617.83,70.68141,31.41396,44.50311,110969.8137,49319.9172,69869.8827,22,70,6,800,2.5,20
47,1991,1,Andhra Pradesh,West Godavari,cotton,1220,540.98,14.60646,6.49176,14.60646,17819.8812,7919.9472,17819.8812,28,65,6,700,3,22
47,1992,1,Andhra Pradesh,West Godavari,rice,443860,2911.75,72.79375,34.941,64.0585,32310233.88,15508912.26,28433005.81,25,80,6.5,1200,2,18
47,1992,1,Andhra Pradesh,West Godavari,maize,4020,3039.8,82.0746,36.4776,51.6766,329939.892,146639.952,207739.932,22,70,6,800,2.5,20
47,1992,1,Andhra Pradesh,West Godavari,cotton,1660,349.4,9.4338,4.1928,9.4338,15660.108,6960.048,15660.108,28,65,6,700,3,22
47,1993,1,Andhra Pradesh,West Godavari,rice,423000,3229.31,80.73275,38.75172,71.04482,34149953.25,16391977.56,30051958.86,25,80,6.5,1200,2,18
47,1993,1,Andhra Pradesh,West Godavari,maize,3000,3333.33,89.99991,39.99996,56.66661,269999.73,119999.88,169999.83,22,70,6,800,2.5,20
47,1993,1,Andhra Pradesh,West Godavari,cotton,3000,396.67,10.71009,4.76004,10.71009,32130.27,14280.12,32130.27,28,65,6,700,3,22
47,1994,1,Andhra Pradesh,West Godavari,rice,461000,3127.98,78.1995,37.53576,68.81556,36049969.5,17303985.36,31723973.16,25,80,6.5,1200,2,18
47,1994,1,Andhra Pradesh,West Godavari,maize,5000,3200,86.4,38.4,54.4,432000,192000,272000,22,70,6,800,2.5,20
47,1994,1,Andhra Pradesh,West Godavari,cotton,4000,382.5,10.3275,4.59,10.3275,41310,18360,41310,28,65,6,700,3,22
47,1995,1,Andhra Pradesh,West Godavari,rice,468000,2685.9,67.1475,32.2308,59.0898,31425030,15084014.4,27654026.4,25,80,6.5,1200,2,18
